Are_PMTCT	Attribute1	Attribute2	Attribute3	Contacts	County	CreationDate	Creator	Deaths	District	Do_facilit	EditDate	Editor	Facility_I	Funding	GOL_facili	GlobalID	HIV_care_a	Head_Docto	Lat	Lon	Patients	Which_cell	X_PROJ	Y_PROJ	a_TB_diagn	beds	facility_n	facility_t	OBJECTID	geometry	country_code	sdr_id	sdr_name	sdr_level
N			0	6410522.00	Maryland	"0000-00-00 00:00:00"	davidjhealy	0	Barrobo	N	"0000-00-00 00:00:00"	davidjhealy	LR27-000012	Merlin	Y	1c384c5c-e039-4243-b3a5-83440b5b8073	N/A	"Romeo k. Giddings"	-7.90	4.95	0	None	622200.56	547117.19	N	N/A	Glofarken	Clinic	278	"""{\""type\"":\""Point\"",\""coordinates\"":[-7.8977999997458,4.9488999995921],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	0		
N			0	6638492.00	Montserrado	"0000-00-00 00:00:00"	davidjhealy	0	"St. Paul River"	N	"0000-00-00 00:00:00"	davidjhealy	LR30-000059	"Private - for profit"	N	958d9894-f530-4e5b-af20-b2f55edc9975	N/A	"Matthan F. Saa"	-10.78	6.34	0	Lonestar;Cellcom;Libercell;Comium	302805.33	701504.02	N	N/A	"Jaimaca Road"	Clinic	279	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.782700000406,6.3433999996564],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	0		
N			0	6596656.00	Montserrado	"0000-00-00 00:00:00"	davidjhealy	0	"St. Paul River"	N	"0000-00-00 00:00:00"	davidjhealy	LR30-000148	"Private - for profit"	N	8cde0440-bf52-4bbf-a615-414fbf8b016c	N/A	"Amos J. Relay"	-10.78	6.37	0	Lonestar;Cellcom;Libercell;Comium	303115.04	704688.16	N	N/A	"Stockton Creek"	Clinic	280	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.779999999749,6.3721999995508],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	0		
N			0	6535289.00	Montserrado	"0000-00-00 00:00:00"	davidjhealy	0	--EMPTY--	--EMPTY--	"0000-00-00 00:00:00"	davidjhealy	LR30-000040	"Private - for profit"	N	a503b12c-7709-4055-a89b-c204502ec747	N/A	"Beatrice Kromah"	-10.76	6.39	0	Lonestar;Cellcom;Libercell;Comium	305711.23	706769.53	--EMPTY--	N/A	"Father Lee Maternity"	Clinic	281	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.756600000241,6.3911000004508],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	0		
N			0	6801635.00	Montserrado	"0000-00-00 00:00:00"	davidjhealy	0	--EMPTY--	N	"0000-00-00 00:00:00"	davidjhealy	LR30-000093	"Private - for profit"	N	8537442c-c4fe-40c2-a3af-14eb467431f6	N/A	"Louise C. Gray"	-10.79	6.37	0	Lonestar;Cellcom;Libercell;Comium	302307.30	704679.89	N	N/A	Gloring	Clinic	282	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.787300000007,6.3720999999636],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	0		
N			0	6940597.00	Montserrado	"0000-00-00 00:00:00"	davidjhealy	0	"Greater Monrovia"	N	"0000-00-00 00:00:00"	davidjhealy	LR30-000141	"Private - for profit"	N	bed7cc2c-72ea-438b-ae3b-a33b4a61471e	N/A	"Georgr B. Palay"	-10.73	6.32	0	Lonestar;Cellcom;Libercell;Comium	308983.81	699437.12	N	N/A	"Sarah P. Smith Maternity"	Clinic	283	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.726799999682,6.3249000003069],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	5580	"Greater Monrovia"	ADM2
N			0	6547398.00	Montserrado	"0000-00-00 00:00:00"	davidjhealy	0	"St. Paul River"	N	"0000-00-00 00:00:00"	davidjhealy	LR30-000063	"MOHSW only"	Y	1c9cc25b-3acc-416f-94fb-f17de217059b	N/A	"Morrison A. Telmba"	-10.79	6.34	0	Lonestar;Cellcom;Libercell;Comium	302473.83	701637.88	N	N/A	"Bushrod Island Comm"	Clinic	284	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.785699999622,6.3445999995806],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	0		
N			0	6635030.00	Montserrado	"0000-00-00 00:00:00"	davidjhealy	0	"St. Paul River"	N	"0000-00-00 00:00:00"	davidjhealy	LR30-000042	"Private - for profit"	N	cec0f123-6886-4a79-bc94-09a6ae8403ce	N/A	"Rallah M. Tauleh"	-10.78	6.35	0	Lonestar;Cellcom;Libercell;Comium	303658.02	701700.17	N	N/A	"Mother & Child"	Clinic	285	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.775000000167,6.3452000004369],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	0		
N			0	6645196.00	Montserrado	"0000-00-00 00:00:00"	davidjhealy	0	"Greater Monrovia"	N	"0000-00-00 00:00:00"	davidjhealy	LR30-000182	"Private - for profit"	N	0a973ccc-3613-4c4b-a336-d9eee9134b29	N/A	"Sam Wolobah"	-10.71	6.31	0	Lonestar;Cellcom;Libercell;Comium	310614.21	697230.92	Y	N/A	"Lofa Medical"	Clinic	286	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.711999999809,6.3050000003911],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	5580	"Greater Monrovia"	ADM2
N			0	6749192.00	Montserrado	"0000-00-00 00:00:00"	davidjhealy	0	"Greater Monrovia"	Y	"0000-00-00 00:00:00"	davidjhealy	LR30-000126	SC-UK	N	c3139a7f-cde8-442a-a1d0-e99b0122227b	N/A	"Asata Swarary"	-10.68	6.30	0	Lonestar;Cellcom;Libercell;Comium	314052.31	696213.36	Y	N/A	Medicover	Clinic	287	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.680899999562,6.2958999995706],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	5580	"Greater Monrovia"	ADM2
N			0	6957272.00	Montserrado	"0000-00-00 00:00:00"	davidjhealy	0	"St. Paul River"	N	"0000-00-00 00:00:00"	davidjhealy	LR30-000132	"Private - for profit"	N	691d4230-3665-4e56-87ac-c8c232d2f73e	N/A	"George Goteh"	-10.70	6.28	0	Lonestar;Cellcom;Libercell;Comium	312078.11	694826.28	N	N/A	"P.K. Nyansaiye Medical"	Clinic	288	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.698699999826,6.2833000000914],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	0		
N			0	6554533.00	Montserrado	"0000-00-00 00:00:00"	davidjhealy	0	"Greater Monrovia"	N	"0000-00-00 00:00:00"	davidjhealy	LR30-000179	"Private - for profit"	N	72e989d9-620b-4055-85ee-87c591ce8e2a	N/A	"Rosalita Rogers"	-10.70	6.26	0	Lonestar;Cellcom;Libercell;Comium	311462.23	692594.31	N	N/A	Liberty	Clinic	289	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.704200000134,6.2631000001459],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	5580	"Greater Monrovia"	ADM2
N			0	6463476.00	Montserrado	"0000-00-00 00:00:00"	davidjhealy	0	"Greater Monrovia"	N	"0000-00-00 00:00:00"	davidjhealy	LR30-000131	"Faith Based Organization"	N	705c1ead-8459-42da-9927-bfbc7b8c1d79	N	"Berline Freeman"	-10.67	6.31	0	Lonestar;Cellcom;Libercell;Comium	315197.19	697813.25	N/A	--EMPTY--	"P & S Vision"	"Health Center"	290	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.670600000185,6.3103999997699],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	5580	"Greater Monrovia"	ADM2
N			0	6525480.00	Montserrado	"0000-00-00 00:00:00"	davidjhealy	0	"St. Paul River"	N	"0000-00-00 00:00:00"	davidjhealy	LR30-000002	"MOHSW only"	Y	a56848e4-28ba-4a9c-bcf3-108ad37788eb	N/A	"Rita N. Gartei"	-10.73	6.24	0	Lonestar;Cellcom;Libercell;Comium	309050.00	710345.00	N	N/A	"AF Russell"	Clinic	291	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.726531706102,6.4235317251645],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	0		
--EMPTY--			0	6408068.00	Montserrado	"0000-00-00 00:00:00"	davidjhealy	0	"Greater Monrovia"	N	"0000-00-00 00:00:00"	davidjhealy	LR30-000109	"Private - for profit"	N	aa7f27a9-271e-4646-846f-93dddcd17f0f	N/A	"Yammah Togbah"	-10.69	6.29	0	Lonestar;Cellcom;Libercell	313297.82	695585.42	N	N/A	"Kissi Bendu"	Clinic	292	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.687700000214,6.2901999999073],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	5580	"Greater Monrovia"	ADM2
N			0	6838017.00	Montserrado	"0000-00-00 00:00:00"	davidjhealy	0	"Greater Monrovia"	Y	"0000-00-00 00:00:00"	davidjhealy	LR30-000130	"Private - for profit"	N	d44bf58d-6b36-46ae-8edd-5baaad7169d8	N/A	"Murphy Dorbor"	-70.72	6.31	0	Lonestar;Cellcom;Libercell;Comium	309917.37	697321.69	N	N/A	"Orphan Grain Train Medical"	Clinic	293	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.718300000136,6.3058000000893],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	5580	"Greater Monrovia"	ADM2
N			0	6523910.00	Montserrado	"0000-00-00 00:00:00"	davidjhealy	0	"Greater Monrovia"	N	"0000-00-00 00:00:00"	davidjhealy	LR30-000013	"Private - for profit"	N	f5450c64-f902-4cc9-bcbe-5d8640729c6b	N/A	"Maimah Larmie"	-10.69	6.29	0	Lonestar;Cellcom;Libercell;Comium	313287.68	695872.99	N	N/A	Providence	Clinic	294	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.687800000405,6.2928000001526],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	5580	"Greater Monrovia"	ADM2
Y			0	0.00	Montserrado	"0000-00-00 00:00:00"	davidjhealy	0	"Greater Monrovia"	Y	"0000-00-00 00:00:00"	davidjhealy	LR30-000019	"MOHSW only"	Y	8dbed8b3-f8c9-4293-92b6-e817429bf0f4	Y	"Dr. Wvannie s. Mcdonald"	-10.77	6.29	0	Lonestar;Cellcom;Libercell;Comium	303724.71	695296.38	N/A	--EMPTY--	"JFK Medical Center"	Hospital	295	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.774199999799,6.287299999954],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	5580	"Greater Monrovia"	ADM2
N			0	6550198.00	Montserrado	"0000-00-00 00:00:00"	davidjhealy	0	"Greater Monrovia"	N	"0000-00-00 00:00:00"	davidjhealy	LR30-000302	"Private - for profit"	N	be00ba4f-d399-4f66-b0ea-599ef3b1df46	N/A	"Edward g. David"	-10.77	6.29	0	Lonestar;Cellcom;Libercell;Comium	303970.23	695903.83	N	N/A	"God Will Health"	Clinic	296	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.772000000323,6.2928000000608],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	5580	"Greater Monrovia"	ADM2
--EMPTY--			0	6558547.00	Montserrado	"0000-00-00 00:00:00"	davidjhealy	0	"Greater Monrovia"	Y	"0000-00-00 00:00:00"	davidjhealy	LR30-000144	"Private - for profit"	N	f566839a-34dd-4c71-b0e7-087319b1c89b	N/A	"Dr.  Linda Birch"	-10.81	6.32	0	Lonestar;Cellcom;Libercell;Comium	299841.76	698882.03	N	N/A	"Snapper Hill"	Clinic	297	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.809400000024,6.31960000001],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	5580	"Greater Monrovia"	ADM2
N			0	6546644.00	Montserrado	"0000-00-00 00:00:00"	davidjhealy	0	"Greater Monrovia"	--EMPTY--	"0000-00-00 00:00:00"	davidjhealy	LR30-000153	"Private - for profit"	N	ec29dd05-817d-4550-9b75-ab0300a30ce4	N/A	"Daniel y. Taylue"	-10.79	6.35	0	Lonestar;Cellcom;Libercell;Comium	302298.35	702091.94	N	N/A	Tropical	Clinic	298	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.787299999676,6.3486999996684],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	5580	"Greater Monrovia"	ADM2
N			0	6816941.00	Montserrado	"0000-00-00 00:00:00"	davidjhealy	0	"Greater Monrovia"	N	"0000-00-00 00:00:00"	davidjhealy	LR30-000051	"Private - for profit"	N	f854607e-6ec6-42f7-9659-16da79a96687	N/A	"Amos T. Kpanjai"	-10.71	6.31	0	Lonestar;Cellcom;Libercell;Comium	310970.08	697771.66	N	N/A	Peneta	Clinic	299	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.708799999745,6.3099000002614],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	5580	"Greater Monrovia"	ADM2
--EMPTY--			0	6546676.00	Montserrado	"0000-00-00 00:00:00"	davidjhealy	0	"Greater Monrovia"	--EMPTY--	"0000-00-00 00:00:00"	davidjhealy	LR30-000047	"Private - for profit"	N	7143d8a0-d1ff-440d-9a13-d31e5731e199	N/A	"Joseph kollie"	-10.76	6.29	0	Lonestar;Cellcom;Libercell;Comium	305286.80	695810.91	N	N/A	Dagmon	Clinic	300	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.760099999574,6.2920000002055],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	5580	"Greater Monrovia"	ADM2
N			0	6618166.00	Montserrado	"0000-00-00 00:00:00"	davidjhealy	0	"Greater Monrovia"	N	"0000-00-00 00:00:00"	davidjhealy	LR30-000103	"Private - for profit"	N	016055cf-d430-4ad8-acc5-db761b9d6e7e	N/A	"Abraham Ballah"	-10.76	633658.00	0	Lonestar;Cellcom;Libercell;Comium	305037.90	700744.33	N	N/A	"Iron Factory Community"	Clinic	301	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.762499999675,6.336600000339],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	5580	"Greater Monrovia"	ADM2
N			0	6444214.00	Montserrado	"0000-00-00 00:00:00"	davidjhealy	0	"Greater Monrovia"	N	"0000-00-00 00:00:00"	davidjhealy	LR30-000065	"Private - for profit"	N	5b53b785-ba38-4229-80b5-f2af9a75969e	N/A	"Agnes M. Wrueh"	-10.74	6.33	0	Lonestar;Cellcom;Libercell;Comium	307413.66	699774.14	N	N/A	"JAW Community"	Clinic	302	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.740999999754,6.3279000000066],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	5580	"Greater Monrovia"	ADM2
--EMPTY--			0	6520608.00	Montserrado	"0000-00-00 00:00:00"	davidjhealy	0	"Greater Monrovia"	--EMPTY--	"0000-00-00 00:00:00"	davidjhealy	LR30-000097	"Faith Based Organization"	N	da620b32-77dc-4975-b732-4f789a7dc4e3	N/A	"Tenneh holder"	-10.78	6.30	0	Lonestar;Cellcom;Libercell;Comium	303262.98	696193.79	N	N/A	"Greater Love"	Clinic	303	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.778399999904,6.2954000004505],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	5580	"Greater Monrovia"	ADM2
--EMPTY--			0	6517057.00	Montserrado	"0000-00-00 00:00:00"	davidjhealy	0	"Greater Monrovia"	--EMPTY--	"0000-00-00 00:00:00"	davidjhealy	LR30-000200	"Faith Based Organization"	N	0a699275-7c2d-48bd-ac8c-b4144805e3d1	N/A	"Dr. Abdul"	-10.78	6.29	0	Lonestar;Cellcom	302631.00	695842.03	N	N/A	Ahmadyya	Clinic	304	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.784100000363,6.2922000004433],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	5580	"Greater Monrovia"	ADM2
N			0	6587211.00	Montserrado	"0000-00-00 00:00:00"	davidjhealy	0	"Greater Monrovia"	N	"0000-00-00 00:00:00"	davidjhealy	LR30-000139	"Private - for profit"	N	0df502b3-df18-458e-8243-1f34a12e6443	N/A	"Musu Tulay"	-10.69	6.26	0	Lonestar;Cellcom;Libercell;Comium	313087.19	692036.10	N	N/A	"Rock Hole Community"	Clinic	305	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.6895000004,6.2580999999405],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	5580	"Greater Monrovia"	ADM2
N			0	6441102.00	Montserrado	"0000-00-00 00:00:00"	davidjhealy	0	"St. Paul River"	N	"0000-00-00 00:00:00"	davidjhealy	LR30-000190	"Private - for profit"	N	e8a5f40a-eb4b-454d-a3b5-55d2805820b5	N/A	"Fania kamara"	-10.70	6.26	0	Lonestar;Cellcom;Libercell;Comium	312313.76	692414.61	N	N/A	"St. John Medical"	Clinic	306	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.696500000415,6.2615000001123],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	0		
N			0	6531245.00	Montserrado	"0000-00-00 00:00:00"	davidjhealy	0	"Greater Monrovia"	N	"0000-00-00 00:00:00"	davidjhealy	LR30-000152	"Private - for profit"	N	1f17249e-e610-4e6e-be76-9a1ec4a3ea16	N/A	"Weatho p. Jallah"	-10.79	6.34	0	Lonestar;Cellcom;Libercell;Comium	301762.49	700722.37	N	N/A	"Trinity Maternity"	Clinic	307	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.792100000225,6.3362999999061],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	5580	"Greater Monrovia"	ADM2
--EMPTY--			0	6518226.00	Montserrado	"0000-00-00 00:00:00"	davidjhealy	0	"Greater Monrovia"	Y	"0000-00-00 00:00:00"	davidjhealy	LR30-000039	"Faith Based Organization"	N	0e8a09ca-f66d-45be-8ffe-fb8bfe617980	N/A	"Laurene w. Tokpah"	-10.79	6.37	0	Lonestar;Cellcom;Libercell;Comium	301996.23	704316.00	N	N/A	"New kru town catholic"	Clinic	308	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.790100000261,6.3687999997281],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	5580	"Greater Monrovia"	ADM2
Y			0	6529510.00	Montserrado	"0000-00-00 00:00:00"	davidjhealy	0	"St. Paul River"	--EMPTY--	"0000-00-00 00:00:00"	davidjhealy	LR30-000020	"MOHSW only"	Y	dc11932c-6eca-4641-bf70-ab7d8b22c032	N/A	"Chelnisa m. Wesseh"	-10.78	6.41	0	Lonestar;Cellcom;Libercell;Comium	303318.78	709210.89	N	N/A	"R C Marshall"	Clinic	309	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.778299999859,6.4130999998558],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	0		
N			0	6405351.00	Montserrado	"0000-00-00 00:00:00"	davidjhealy	0	"Greater Monrovia"	N	"0000-00-00 00:00:00"	davidjhealy	LR30-000178	"Private - for profit"	N	7d28e6c0-446e-4dce-8242-d842530021a0	N/A	"Edward Kollie"	-10.74	6.36	0	Lonestar;Cellcom;Libercell;Comium	308054.67	702846.53	N	N/A	Milad	Clinic	310	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.735300000055,6.3556999999767],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	5580	"Greater Monrovia"	ADM2
N			0	6569616.00	Montserrado	"0000-00-00 00:00:00"	davidjhealy	0	"St. Paul River"	--EMPTY--	"0000-00-00 00:00:00"	davidjhealy	LR30-000177	"Private - for profit"	N	0a84add8-04a9-4817-8963-845d17aebc21	N/A	"Matina blamo"	-10.78	6.39	0	Lonestar;Cellcom;Libercell;Comium	302834.29	706690.95	N	N/A	"St. Paul Bridge Comm"	Clinic	311	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.7825999997,6.3902999998166],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	0		
N			0	6562316.00	Montserrado	"0000-00-00 00:00:00"	davidjhealy	0	"St. Paul River"	--EMPTY--	"0000-00-00 00:00:00"	davidjhealy	LR30-000098	"Private - for profit"	N	c430a3e1-bfe7-4ca8-8c8d-b8fd231e9bff	N	"josephine  d. Snorton"	-10.78	6.43	0	Lonestar;Cellcom;Libercell;Comium	303603.15	711455.04	N/A	8	"Havious-Julius Green"	"Health Center"	312	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.775800000425,6.4334000000618],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	0		
N			0	880541198.00	Montserrado	"0000-00-00 00:00:00"	davidjhealy	0	"St. Paul River"	--EMPTY--	"0000-00-00 00:00:00"	davidjhealy	LR30-000038	"Private - for profit"	N	8463fca3-0ff5-4118-bbf8-4b2fc2eb9dba	N/A	"Denise h. Maxwell"	-10.79	6.40	0	Lonestar;Cellcom	302494.42	707587.97	N	N/A	"New Community"	Clinic	313	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.785699999694,6.3983999995714],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	0		
--EMPTY--			0	6432764.00	Montserrado	"0000-00-00 00:00:00"	davidjhealy	0	"Greater Monrovia"	--EMPTY--	"0000-00-00 00:00:00"	davidjhealy	LR30-000087	"Private - for profit"	N	388a0210-8cc2-4693-86c2-a9ab3a2e2d28	N/A	"Alfred s. Bestman"	-10.79	6.38	0	Lonestar;Cellcom;Libercell;Comium	301821.65	705024.43	N	N/A	"Elder John P. Dom(?)"	Clinic	314	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.791700000138,6.3752000003823],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	5580	"Greater Monrovia"	ADM2
--EMPTY--			0	6554548.00	Montserrado	"0000-00-00 00:00:00"	davidjhealy	0	"Greater Monrovia"	--EMPTY--	"0000-00-00 00:00:00"	davidjhealy	LR30-000041	"Private - for profit"	N	9c5286d6-bf98-46b1-b809-71bc3ed1ebb9	N/A	"Theresa y. Bemah"	-10.78	6.35	0	Lonestar;Cellcom;Libercell;Comium	302731.53	702566.01	N	N/A	"Whole Life Comm."	Clinic	315	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.783400000353,6.3530000004324],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	5580	"Greater Monrovia"	ADM2
N			0	6819297.00	Montserrado	"0000-00-00 00:00:00"	davidjhealy	0	"Greater Monrovia"	N	"0000-00-00 00:00:00"	davidjhealy	LR30-000099	"Private - for profit"	N	637e5619-8b54-4d47-ac80-2ec459b06fb4	N/A	"Henry S.k.Powoe"	-10.75	6.34	0	Lonestar;Cellcom;Libercell;Comium	306224.41	701492.37	N	N/A	Health-Line	Clinic	316	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.75180000034,6.3434000002913],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	5580	"Greater Monrovia"	ADM2
N			0	6821921.00	Montserrado	"0000-00-00 00:00:00"	davidjhealy	0	"Greater Monrovia"	N	"0000-00-00 00:00:00"	davidjhealy	LR30-000160	"Private - for profit"	N	c64b86f4-9b4a-45f8-b06c-c6ad5b0fa4f2	N/A	"Edwin t sengai"	-10.78	6.35	0	Lonestar;Cellcom;Libercell;Comium	302642.74	702488.90	N	N/A	"Wonjah Smith Memorial"	Clinic	317	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.784200000435,6.3523000000435],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	5580	"Greater Monrovia"	ADM2
N			0	77220074.00	Montserrado	"0000-00-00 00:00:00"	davidjhealy	0	"Greater Monrovia"	N	"0000-00-00 00:00:00"	davidjhealy	LR30-000114	"Private - for profit"	N	3d19a282-7fc3-4023-9033-2def9093065f	N/A	"Layee A. Donzo"	-10.73	6.33	0	Lonestar;Cellcom;Libercell;Comium	308287.96	699815.45	N	N/A	"LPRC Community"	Clinic	318	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.733099999913,6.3282999999751],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	5580	"Greater Monrovia"	ADM2
N			0	6596228.00	Montserrado	"0000-00-00 00:00:00"	davidjhealy	0	"Greater Monrovia"	Y	"0000-00-00 00:00:00"	davidjhealy	LR30-000134	"Private - for profit"	N	e2a4d7ac-c68f-4db6-982f-18035ab0418a	N/A	"Finlyson  Paul"	-10.69	6.27	0	Lonestar;Cellcom;Libercell;Comium	313335.45	693528.29	N	N/A	"Pastor Fred Davis"	Clinic	319	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.687300000386,6.2716000003126],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	5580	"Greater Monrovia"	ADM2
Y			0	6586328.00	Montserrado	"0000-00-00 00:00:00"	davidjhealy	0	"St. Paul River"	Y	"0000-00-00 00:00:00"	davidjhealy	LR30-000037	"Faith Based Organization"	N	eef8602b-8a87-4475-9342-914d92ade8a0	N	"Ruth appleton"	-10.78	6.36	0	Lonestar;Cellcom;Libercell;Comium	303021.08	703106.94	N/A	9	"Bishop Collins"	"Health Center"	320	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.780800000115,6.3578999999934],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	0		
--EMPTY--			0	6120285.00	Montserrado	"0000-00-00 00:00:00"	davidjhealy	0	"Greater Monrovia"	Y	"0000-00-00 00:00:00"	davidjhealy	LR30-000008	"Private - for profit"	N	d001ccab-7ec3-428a-a211-c5ddaea40210	N	"Dr.fofie dukely"	-10.75	6.28	0	Lonestar;Cellcom;Libercell;Comium	306464.69	693960.01	N/A	32	SOS	Hospital	321	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.749400000424,6.2752999998775],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	5580	"Greater Monrovia"	ADM2
